year,age,band,sex,mass,date,jday,nest,day,wet_dry,warm_cold
2014,AD,1783-64496,F,59.5,7/4/2014,185,,,Dry,Warm
2015,AD,1783-64497,M,52.5,6/18/2015,169,,,Wet,Warm
2014,AD,1783-64524,F,64.8,7/11/2014,192,,,Dry,Warm
2014,AD,1783-64525,M,57,6/23/2014,174,,,Dry,Warm
2014,AD,1783-64399,F,55,7/7/2014,188,,,Dry,Warm
2014,AD,1783-64527,M,50.5,7/9/2014,190,,,Dry,Warm
2015,AD,1783-64467,M,54.5,6/16/2015,167,,,Wet,Warm
2014,AD,1783-64468,F,53.5,7/9/2014,190,,,Dry,Warm
2014,AD,1783-64498,F,54.5,7/7/2014,188,,,Dry,Warm
2014,AD,1783-64536,F,57.5,7/23/2014,204,,,Dry,Warm
2014,AD,1783-64537,F,55,7/9/2014,190,,,Dry,Warm
2015,AD,1783-64506,F,61,6/18/2015,169,,,Wet,Warm
2015,AD,1783-64561,M,59.5,6/5/2015,156,,,Wet,Warm
2015,AD,1783-64516,F,59,6/25/2015,176,,,Wet,Warm
2016,U,1783-64508,F,55,7/26/2016,208,,,Dry,Cold
2015,U,1783-64588,M,56,6/2/2015,153,,,Wet,Warm
2015,AD,1783-64564,M,56,6/9/2015,160,,,Wet,Warm
2016,AD,1833-3259,U,57,7/6/2016,188,,,Dry,Cold
2015,AD,1833-3260,M,55.5,6/2/2015,153,,,Wet,Warm
2015,AD,1833-3244,F,62.5,7/13/2015,194,,,Wet,Warm
2015,AD,1833-3245,M,52.5,7/7/2015,188,,,Wet,Warm
2015,AD,1833-3250,M,50,6/24/2015,175,,,Wet,Warm
2015,AD,1833-3252,F,59,7/7/2015,188,,,Wet,Warm
2016,AD,1833-3273,M,52.5,7/5/2016,187,,,Dry,Cold
2015,AD,1833-3254,F,60,7/24/2015,205,,,Wet,Warm
2016,AD,1833-3288,M,52.5,7/6/2016,188,,,Dry,Cold
2016,AD,1833-3284,M,52,6/24/2016,176,,,Dry,Cold
2016,AD,1833-3183,F,52.5,7/12/2016,194,,,Dry,Cold
2016,U,1833-3307,U,63,6/29/2016,181,,,Dry,Cold
2016,AD,1783-74302,M,49.7,7/5/2016,187,,,Dry,Cold
2017,AD,1783-74303,M,64,6/26/2017,177,,,Dry,Warm
2019,AD,1833-3383,M,47,7/9/2019,190,,,Dry,Cold
2017,AD,1833-3388,F,61,7/6/2017,187,,,Dry,Warm
2016,AD,1833-3369,F,54.5,7/9/2016,191,,,Dry,Cold
2020,AD,1833-3370,F,56,7/6/2020,188,,,Dry,Cold
2017,AD,1833-3382,M,54.5,6/13/2017,164,,,Dry,Warm
2017,AD,1783-74306,M,63,6/24/2017,175,,,Dry,Warm
2017,AD,1833-3372,F,58,7/11/2017,192,,,Dry,Warm
2018,AD,1783-74329,M,53,6/19/2018,170,,,Wet,Warm
2017,AD,1783-74348,F,66,7/12/2017,193,,,Dry,Warm
2019,AD,1783-74390,F,67,6/19/2019,170,,,Dry,Cold
2017,AD,1833-3417,M,54.5,6/19/2017,170,,,Dry,Warm
2020,AD,1833-3531,M,56.5,6/30/2020,182,,,Dry,Cold
2019,AD,1833-3550,M,53.5,6/20/2019,171,,,Dry,Cold
2016,AD,1833-3384,M,53,7/8/2016,190,,,Dry,Cold
2020,AD,1833-3575,M,56.5,6/30/2020,182,,,Dry,Cold
2018,AD,1833-3547,F,57.4,7/5/2018,186,,,Wet,Warm
2017,AD,1833-3546,F,59.5,7/12/2017,193,,,Dry,Warm
2019,AD,1833-3527,F,69,7/1/2019,182,,,Dry,Cold
2017,U,1833-3561,U,49.2,7/17/2017,198,,,Dry,Warm
2018,AD,1833-32511,M,55.5,6/29/2018,180,,,Wet,Warm
2020,AD,1833-32512,M,58,7/6/2020,188,,,Dry,Cold
2018,AD,1833-32535,M,59.5,7/26/2018,207,,,Wet,Warm
2018,AD,1833-32514,F,57,7/11/2018,192,,,Wet,Warm
2018,U,1833-32541,U,61,7/7/2018,188,,,Wet,Warm
2018,AD,1833-32562,F,57,7/5/2018,186,,,Wet,Warm
2018,U,1833-32543,U,47.1,7/6/2018,187,,,Wet,Warm
2018,U,1833-32544,U,55.3,7/6/2018,187,,,Wet,Warm
2018,U,1833-32568,U,54,7/9/2018,190,,,Wet,Warm
2018,U,1833-32576,U,56.5,7/13/2018,194,,,Wet,Warm
2019,AD,1833-32577,M,47.5,6/7/2019,158,,,Dry,Cold
2020,AD,1833-32591,U,59,6/30/2020,182,,,Dry,Cold
2020,AD,1833-32590,M,50,7/6/2020,188,,,Dry,Cold
2019,AD,1833-32598,M,53,7/11/2019,192,,,Dry,Cold
2019,AD,1833-32623,F,65.5,7/12/2019,193,,,Dry,Cold
2020,U,1833-32683,U,56,7/8/2020,190,,,Dry,Cold
2020,U,1833-32684,U,75,7/8/2020,190,,,Dry,Cold
2006,AD,2003-92338,M,57.5,6/9/2006,160,,,Dry,Cold
2006,AD,2003-92338,M,57.5,6/9/2006,160,,,Dry,Cold
2009,AD,2003-92375,F,53,6/29/2009,180,,,Dry,Cold
2006,AD,2003-92363,M,56.5,6/5/2006,156,,,Dry,Cold
2007,AD,1593-64435,M,55,6/14/2007,165,,,Wet,Warm
2006,AD,1593-64445,F,67,6/14/2006,165,,,Dry,Cold
2007,AD,1593-64514,M,58,6/2/2007,153,,,Wet,Warm
2011,AD,1593-64490,M,55,7/11/2011,192,,,Wet,Warm
2008,AD,1593-64572,M,59.5,6/25/2008,177,,,Dry,Cold
2011,AD,1593-64578,M,59.5,6/21/2011,172,,,Wet,Warm
2012,AD,1593-64589,M,53.3,6/18/2012,170,,,Wet,Warm
2009,AD,1593-64604,M,53,6/24/2009,175,,,Dry,Cold
2011,AD,1593-64602,M,50,6/22/2011,173,,,Wet,Warm
2010,AD,1593-64601,F,56,7/15/2010,196,,,Dry,Cold
2010,AD,1593-64614,M,48.5,7/7/2010,188,,,Dry,Cold
2010,AD,1593-64654,M,54,6/23/2010,174,,,Dry,Cold
2013,AD,1593-64686,F,65.6,7/2/2013,183,,,Dry,Cold
2013,AD,1593-64679,M,53.5,7/2/2013,183,,,Dry,Cold
2011,AD,1593-64739,M,57,6/22/2011,173,,,Wet,Warm
2012,AD,1593-64758,U,58,6/8/2012,160,,,Wet,Warm
2011,AD,1593-64761,M,54.5,7/18/2011,199,,,Wet,Warm
2011,AD,1593-64769,F,59,7/5/2011,186,,,Wet,Warm
2010,AD,1593-64770,M,56.5,7/15/2010,196,,,Dry,Cold
2011,AD,1593-64748,F,62.5,6/30/2011,181,,,Wet,Warm
2011,AD,1593-64747,F,61.5,7/6/2011,187,,,Wet,Warm
2014,AD,1593-64741,F,67,6/20/2014,171,,,Dry,Warm
2011,U,1593-64767,U,59.5,7/19/2011,200,,,Wet,Warm
2013,AD,1593-64866,M,53,7/2/2013,183,,,Dry,Cold
2011,AD,1593-64826,M,62,7/22/2011,203,,,Wet,Warm
2011,AD,1593-64843,M,44,7/13/2011,194,,,Wet,Warm
2013,AD,1593-64846,F,64.5,6/24/2013,175,,,Dry,Cold
2011,AD,1593-64869,F,54.5,7/11/2011,192,,,Wet,Warm
2013,AD,1593-64806,M,55,7/2/2013,183,,,Dry,Cold
2012,AD,1593-64848,F,77,6/8/2012,160,,,Wet,Warm
2013,AD,1593-64863,M,56.5,6/26/2013,177,,,Dry,Cold
2013,AD,1593-64876,F,78,6/21/2013,172,,,Dry,Cold
2015,AD,1783-64308,M,53.5,6/6/2015,157,,,Wet,Warm
2014,AD,1783-64322,M,53,6/30/2014,181,,,Dry,Warm
2013,AD,1783-64327,M,51.5,7/22/2013,203,,,Dry,Cold
2013,AD,1783-64345,M,49,7/18/2013,199,,,Dry,Cold
2013,AD,1593-64888,M,54.5,6/14/2013,165,,,Dry,Cold
2014,AD,1783-64392,F,50.5,7/9/2014,190,,,Dry,Warm
2013,AD,1783-64371,M,60,7/24/2013,205,,,Dry,Cold
2015,AD,1783-64410,F,62.5,7/1/2015,182,,,Wet,Warm
2014,AD,1783-64354,M,57,6/16/2014,167,,,Dry,Warm
2014,AD,1783-64357,F,56,7/2/2014,183,,,Dry,Warm
2017,AD,1783-64411,F,57.5,7/13/2017,194,,,Dry,Warm
2015,AD,1783-64452,F,65,7/1/2015,182,,,Wet,Warm
2016,AD,1783-64471,M,58,7/22/2016,204,,,Dry,Cold
2014,AD,1593-64895,M,50.5,7/7/2014,188,,,Dry,Warm
2016,AD,1593-64894,M,49,7/8/2016,190,,,Dry,Cold
2016,AD,1783-64513,M,49,7/6/2016,188,,,Dry,Cold
2014,AD,1783-64464,M,55.5,7/23/2014,204,,,Dry,Warm
2014,AD,1783-64545,F,59,7/10/2014,191,,,Dry,Warm
2015,AD,1783-64546,M,59.5,7/7/2015,188,,,Wet,Warm
2015,AD,1783-64515,F,68,6/27/2015,178,,,Wet,Warm
2016,AD,1783-64497,M,47.5,7/14/2016,196,,,Dry,Cold
2015,AD,1783-64525,M,61.5,6/18/2015,169,,,Wet,Warm
2015,AD,1783-64527,M,51,6/15/2015,166,,,Wet,Warm
2016,AD,1783-64467,M,56,6/20/2016,172,,,Dry,Cold
2015,AD,1783-64536,F,61,7/8/2015,189,,,Wet,Warm
2015,AD,1783-64487,M,53.5,7/7/2015,188,,,Wet,Warm
2016,U,1783-64490,U,60,7/8/2016,190,,,Dry,Cold
2015,AD,1833-3104,M,53.5,6/10/2015,161,,,Wet,Warm
2016,AD,1833-3245,M,53.5,6/6/2016,158,,,Dry,Cold
2016,AD,1833-3250,M,48,6/21/2016,173,,,Dry,Cold
2015,AD,1833-3204,F,52.5,7/15/2015,196,,,Wet,Warm
2017,AD,1833-3273,M,61,6/21/2017,172,,,Dry,Warm
2017,AD,1833-3288,M,54,7/4/2017,185,,,Dry,Warm
2016,AD,1833-3281,F,51.5,7/12/2016,194,,,Dry,Cold
2017,AD,1833-3283,F,53.8,7/17/2017,198,,,Dry,Warm
2016,AD,1833-3284,M,125,7/9/2016,191,,,Dry,Cold
2016,U,1833-3191,M,53,7/26/2016,208,,,Dry,Cold
2016,U,1833-3322,U,55.5,5/31/2016,152,,,Dry,Cold
2018,AD,1783-74302,M,60,6/15/2018,166,,,Wet,Warm
2019,AD,1833-3383,M,49.5,7/12/2019,193,,,Dry,Cold
2017,AD,1833-3382,M,52.5,6/25/2017,176,,,Dry,Warm
2017,U,1783-74351,U,54,7/6/2017,187,,,Dry,Warm
2018,AD,1783-74329,M,52,7/3/2018,184,,,Wet,Warm
2018,AD,1783-74348,F,63,7/12/2018,193,,,Wet,Warm
2019,AD,1783-74390,F,62.5,7/10/2019,191,,,Dry,Cold
2017,AD,1833-3417,M,58.5,6/29/2017,180,,,Dry,Warm
2019,AD,1833-3550,M,55.5,7/18/2019,199,,,Dry,Cold
2017,AD,1833-3384,M,58,7/4/2017,185,,,Dry,Warm
2018,AD,1833-3548,U,56.5,6/28/2018,179,,,Wet,Warm
2018,AD,1833-3547,F,58.5,7/9/2018,190,,,Wet,Warm
2018,AD,1833-32511,M,49,7/13/2018,194,,,Wet,Warm
2019,AD,1833-32535,M,58.5,6/17/2019,168,,,Dry,Cold
2020,AD,1833-32507,F,59.5,7/1/2020,183,,,Dry,Cold
2018,U,1833-32543,U,55.5,7/7/2018,188,,,Wet,Warm
2018,U,1833-32544,U,48.7,7/7/2018,188,,,Wet,Warm
2019,AD,1833-32598,M,53.5,7/24/2019,205,,,Dry,Cold
2010,AD,2003-92375,F,52,7/9/2010,190,,,Dry,Cold
2009,AD,2003-92363,M,59.5,7/6/2009,187,,,Dry,Cold
2007,AD,1593-64435,M,55,6/14/2007,165,,,Wet,Warm
2008,AD,1593-64431,M,62,6/16/2008,168,,,Dry,Cold
2007,AD,1593-64514,M,58,6/2/2007,153,,,Wet,Warm
2012,AD,1593-64490,M,54,6/15/2012,167,,,Wet,Warm
2010,AD,1593-64531,M,58,6/23/2010,174,,,Dry,Cold
2011,AD,1593-64578,M,60,6/30/2011,181,,,Wet,Warm
2010,AD,1593-64624,M,58.5,6/24/2010,175,,,Dry,Cold
2011,AD,1593-64601,F,58,7/30/2011,211,,,Wet,Warm
2011,AD,1593-64614,M,59,6/29/2011,180,,,Wet,Warm
2010,AD,1593-64654,M,46,7/14/2010,195,,,Dry,Cold
2013,AD,1593-64686,F,55.5,7/15/2013,196,,,Dry,Cold
2012,AD,1593-64739,M,59.5,6/5/2012,157,,,Wet,Warm
2012,AD,1593-64761,M,53.5,6/18/2012,170,,,Wet,Warm
2012,AD,1593-64769,F,66.5,6/11/2012,163,,,Wet,Warm
2012,AD,1593-64748,F,69.5,6/22/2012,174,,,Wet,Warm
2012,AD,1593-64747,F,79.5,6/5/2012,157,,,Wet,Warm
2012,U,1593-64767,U,53,6/14/2012,166,,,Wet,Warm
2013,AD,1593-64830,F,67,6/21/2013,172,,,Dry,Cold
2013,AD,1593-64826,M,53,7/8/2013,189,,,Dry,Cold
2011,AD,1593-64843,M,45,7/14/2011,195,,,Wet,Warm
2013,AD,1593-64848,F,63.5,7/2/2013,183,,,Dry,Cold
2013,AD,1593-64876,F,64,7/10/2013,191,,,Dry,Cold
2015,AD,1783-64322,M,56.6,6/15/2015,166,,,Wet,Warm
2014,AD,1783-64327,M,52.5,6/20/2014,171,,,Dry,Warm
2014,AD,1783-64345,M,51,6/27/2014,178,,,Dry,Warm
2015,AD,1593-64889,F,75,6/26/2015,177,,,Wet,Warm
2015,AD,1783-64371,M,59.5,7/7/2015,188,,,Wet,Warm
2015,AD,1783-64354,M,57,6/25/2015,176,,,Wet,Warm
2018,AD,1783-64411,F,59.5,7/11/2018,192,,,Wet,Warm
2016,AD,1783-64407,F,73,6/8/2016,160,,,Dry,Cold
2015,AD,1783-64429,F,57,7/10/2015,191,,,Wet,Warm
2015,AD,1783-64452,F,57,7/15/2015,196,,,Wet,Warm
2014,AD,1783-64397,M,51.5,7/4/2014,185,,,Dry,Warm
2014,AD,1783-64457,M,52.5,6/16/2014,167,,,Dry,Warm
2015,AD,1783-64541,M,56.5,6/24/2015,175,,,Wet,Warm
2015,AD,1783-64464,M,59,6/3/2015,154,,,Wet,Warm
2015,AD,1783-64514,M,54,6/18/2015,169,,,Wet,Warm
2014,AD,1783-64496,F,57,7/10/2014,191,,,Dry,Warm
2016,AD,1783-64497,M,57.5,7/26/2016,208,,,Dry,Cold
2016,AD,1783-64525,M,60,6/22/2016,174,,,Dry,Cold
2017,AD,1783-64467,M,62.5,6/22/2017,173,,,Dry,Warm
2014,AD,1783-64468,F,55.5,7/17/2014,198,,,Dry,Warm
2017,AD,1783-64487,M,57.5,6/28/2017,179,,,Dry,Warm
2017,U,1783-64490,U,64,6/28/2017,179,,,Dry,Warm
2016,AD,1833-3245,M,50,6/14/2016,166,,,Dry,Cold
2019,AD,1833-3250,M,48.5,7/1/2019,182,,,Dry,Cold
2018,AD,1833-3273,M,55,6/27/2018,178,,,Wet,Warm
2018,AD,1833-3283,F,60,6/29/2018,180,,,Wet,Warm
2017,AD,1833-3284,M,51.5,6/13/2017,164,,,Dry,Warm
2018,AD,1833-3183,F,61,7/3/2018,184,,,Wet,Warm
2018,AD,1783-74302,M,58.5,7/5/2018,186,,,Wet,Warm
2017,AD,1833-3382,M,51.5,7/4/2017,185,,,Dry,Warm
2018,AD,1783-74329,M,56.5,7/12/2018,193,,,Wet,Warm
2019,AD,1783-74348,F,72,7/3/2019,184,,,Dry,Cold
2020,AD,1783-74390,F,64,6/24/2020,176,,,Dry,Cold
2017,AD,1833-3417,M,51,7/4/2017,185,,,Dry,Warm
2018,AD,1833-3548,U,47,7/9/2018,190,,,Wet,Warm
2019,AD,1833-3527,F,62.5,7/15/2019,196,,,Dry,Cold
2019,AD,1833-32511,M,50.5,7/10/2019,191,,,Dry,Cold
2020,AD,1833-32535,M,55.5,7/1/2020,183,,,Dry,Cold
2018,U,1833-32543,U,52.1,7/8/2018,189,,,Wet,Warm
2018,U,1833-32544,U,58.7,7/8/2018,189,,,Wet,Warm
2020,AD,1833-32598,M,52.5,6/15/2020,167,,,Dry,Cold
2019,AD,1833-32606,M,51.5,7/18/2019,199,,,Dry,Cold
2009,AD,1593-64435,M,56,6/12/2009,163,,,Dry,Cold
2010,AD,1593-64431,M,57,6/22/2010,173,,,Dry,Cold
2009,AD,1593-64514,M,55.5,6/26/2009,177,,,Dry,Cold
2013,AD,1593-64490,M,54.5,7/2/2013,183,,,Dry,Cold
2010,AD,1593-64531,M,52.5,7/13/2010,194,,,Dry,Cold
2012,AD,1593-64578,M,54.5,6/13/2012,165,,,Wet,Warm
2010,AD,1593-64624,M,60,6/25/2010,176,,,Dry,Cold
2012,AD,1593-64614,M,58.5,6/7/2012,159,,,Wet,Warm
2011,AD,1593-64654,M,50,7/8/2011,189,,,Wet,Warm
2013,AD,1593-64739,M,53,6/21/2013,172,,,Dry,Cold
2013,AD,1593-64761,M,52.5,6/10/2013,161,,,Dry,Cold
2012,AD,1593-64769,F,62,6/29/2012,181,,,Wet,Warm
2013,AD,1593-64748,F,82,6/4/2013,155,,,Dry,Cold
2013,AD,1593-64747,F,75,6/5/2013,156,,,Dry,Cold
2013,AD,1593-64826,M,53,7/8/2013,189,,,Dry,Cold
2016,AD,1783-64322,M,54,6/2/2016,154,,,Dry,Cold
2015,AD,1783-64327,M,49,7/24/2015,205,,,Wet,Warm
2015,AD,1783-64392,F,67.5,7/1/2015,182,,,Wet,Warm
2016,AD,1593-64889,F,56.5,7/13/2016,195,,,Dry,Cold
2016,AD,1783-64371,M,52,6/14/2016,166,,,Dry,Cold
2017,AD,1783-64384,F,69.1,6/30/2017,181,,,Dry,Warm
2016,AD,1783-64354,M,51.5,6/15/2016,167,,,Dry,Cold
2020,AD,1783-64411,F,56,7/7/2020,189,,,Dry,Cold
2014,AD,1783-64397,M,51,7/7/2014,188,,,Dry,Warm
2017,AD,1783-64541,M,55,6/11/2017,162,,,Dry,Warm
2015,AD,1783-64464,M,55,6/16/2015,167,,,Wet,Warm
2016,AD,1783-64545,F,55.4,7/5/2016,187,,,Dry,Cold
2015,AD,1783-64465,F,56.5,7/27/2015,208,,,Wet,Warm
2017,AD,1783-64497,M,51.5,7/5/2017,186,,,Dry,Warm
2016,AD,1783-64525,M,52,7/5/2016,187,,,Dry,Cold
2017,AD,1783-64506,F,59,7/6/2017,187,,,Dry,Warm
2017,AD,1783-64487,M,55.5,7/13/2017,194,,,Dry,Warm
2015,AD,1783-64561,M,53.5,7/15/2015,196,,,Wet,Warm
2017,U,1783-64490,U,55.5,7/17/2017,198,,,Dry,Warm
2016,AD,1833-3245,M,60,6/29/2016,181,,,Dry,Cold
2020,AD,1833-3283,F,65,7/8/2020,190,,,Dry,Cold
2017,AD,1833-3382,M,53.5,7/13/2017,194,,,Dry,Warm
2019,AD,1783-74348,F,65.5,7/10/2019,191,,,Dry,Cold
2017,AD,1833-3417,M,54.5,7/16/2017,197,,,Dry,Warm
2018,AD,1833-3548,U,47,7/12/2018,193,,,Wet,Warm
2018,U,1833-32543,U,62.3,7/9/2018,190,,,Wet,Warm
2011,AD,1593-64431,M,54,6/1/2011,152,,,Wet,Warm
2011,AD,1593-64514,M,62.5,7/10/2011,191,,,Wet,Warm
2013,AD,1593-64614,M,55.5,6/14/2013,165,,,Dry,Cold
2012,AD,1593-64654,M,51.5,6/1/2012,153,,,Wet,Warm
2014,AD,1593-64761,M,53,6/2/2014,153,,,Dry,Warm
2013,AD,1593-64747,F,58.5,7/10/2013,191,,,Dry,Cold
2012,AD,1593-64843,M,56.5,6/18/2012,170,,,Wet,Warm
2015,AD,1593-64876,F,71,6/16/2015,167,,,Wet,Warm
2016,AD,1783-64322,M,50.5,7/8/2016,190,,,Dry,Cold
2016,AD,1783-64392,F,69.5,6/6/2016,158,,,Dry,Cold
2016,AD,1593-64889,F,55.5,7/15/2016,197,,,Dry,Cold
2017,AD,1783-64371,M,62,6/19/2017,170,,,Dry,Warm
2017,AD,1783-64354,M,49.5,6/7/2017,158,,,Dry,Warm
2017,AD,1783-64541,M,54,7/5/2017,186,,,Dry,Warm
2017,AD,1783-64545,F,59,7/17/2017,198,,,Dry,Warm
2017,AD,1783-64525,M,59,7/5/2017,186,,,Dry,Warm
2017,AD,1783-64506,F,55.9,7/12/2017,193,,,Dry,Warm
2016,AD,1783-64561,M,59,6/22/2016,174,,,Dry,Cold
2018,U,1783-64490,U,62,6/19/2018,170,,,Wet,Warm
2018,AD,1833-3273,M,57.5,7/5/2018,186,,,Wet,Warm
2017,AD,1833-3284,M,51,7/4/2017,185,,,Dry,Warm
2020,AD,1833-3382,M,52,6/23/2020,175,,,Dry,Cold
2012,AD,1593-64431,M,63,6/20/2012,172,,,Wet,Warm
2013,AD,1593-64514,M,58.5,6/20/2013,171,,,Dry,Cold
2014,AD,1593-64614,M,54,6/11/2014,162,,,Dry,Warm
2013,AD,1593-64654,M,53,6/25/2013,176,,,Dry,Cold
2012,AD,1593-64843,M,45.5,7/15/2012,197,,,Wet,Warm
2017,AD,1783-64322,M,51,6/13/2017,164,,,Dry,Warm
2017,AD,1593-64889,F,63.5,7/12/2017,193,,,Dry,Warm
2017,AD,1783-64371,M,54.5,7/4/2017,185,,,Dry,Warm
2017,AD,1783-64354,M,57,7/12/2017,193,,,Dry,Warm
2015,AD,1783-64397,M,55,6/25/2015,176,,,Wet,Warm
2017,AD,1783-64541,M,52.4,7/13/2017,194,,,Dry,Warm
2018,AD,1783-64545,F,75.5,6/13/2018,164,,,Wet,Warm
2017,AD,1783-64465,F,59.5,7/12/2017,193,,,Dry,Warm
2018,AD,1783-64525,M,62,6/8/2018,159,,,Wet,Warm
2017,AD,1783-64506,F,63.6,7/13/2017,194,,,Dry,Warm
2018,AD,1783-64487,M,55,6/19/2018,170,,,Wet,Warm
2019,AD,1833-3273,M,51,6/19/2019,170,,,Dry,Cold
2017,AD,1833-3284,M,49,7/13/2017,194,,,Dry,Warm
2020,AD,1833-3382,M,55,7/7/2020,189,,,Dry,Cold
2013,AD,1593-64431,M,60,6/7/2013,158,,,Dry,Cold
2014,AD,1593-64514,M,53,6/10/2014,161,,,Dry,Warm
2013,AD,1593-64843,M,47,7/10/2013,191,,,Dry,Cold
2017,AD,1783-64322,M,58,7/4/2017,185,,,Dry,Warm
2018,AD,1593-64889,F,78,6/13/2018,164,,,Wet,Warm
2017,AD,1783-64371,M,54.5,7/15/2017,196,,,Dry,Warm
2016,AD,1783-64397,M,54,6/24/2016,176,,,Dry,Cold
2018,AD,1783-64541,M,57.5,6/19/2018,170,,,Wet,Warm
2018,AD,1783-64465,F,57,7/11/2018,192,,,Wet,Warm
2019,AD,1783-64487,M,60,6/17/2019,168,,,Dry,Cold
2019,AD,1783-64561,M,59,6/12/2019,163,,,Dry,Cold
2014,AD,1593-64431,M,59,6/25/2014,176,,,Dry,Warm
2015,AD,1593-64514,M,54,6/15/2015,166,,,Wet,Warm
2015,AD,1593-64747,F,67,6/25/2015,176,,,Wet,Warm
2014,AD,1593-64843,M,52.5,6/4/2014,155,,,Dry,Warm
2017,AD,1783-64322,M,54.5,7/13/2017,194,,,Dry,Warm
2018,AD,1783-64397,M,54,7/3/2018,184,,,Wet,Warm
2019,AD,1783-64541,M,52.8,6/19/2019,170,,,Dry,Cold
2020,AD,1783-64487,M,55,6/23/2020,175,,,Dry,Cold
2020,AD,1783-64561,M,57,7/13/2020,195,,,Dry,Cold
2016,AD,1593-64747,F,75,6/15/2016,167,,,Dry,Cold
2014,AD,1593-64843,M,50,6/15/2014,166,,,Dry,Warm
2019,AD,1593-64889,F,74,6/28/2019,179,,,Dry,Cold
2019,AD,1783-64397,M,58,6/26/2019,177,,,Dry,Cold
2020,AD,1783-64541,M,54,7/6/2020,188,,,Dry,Cold
2016,AD,1593-64747,F,60.4,7/5/2016,187,,,Dry,Cold
2014,AD,1593-64843,M,53.5,6/25/2014,176,,,Dry,Warm
2020,AD,1783-64397,M,55.5,6/22/2020,174,,,Dry,Cold
2008,AD,1593-64489,F,56,7/8/2008,190,,,Dry,Cold
2009,AD,1593-64624,M,56,6/19/2009,170,,,Dry,Cold
2009,AD,1593-64660,F,57.5,7/6/2009,187,,,Dry,Cold
2009,AD,1593-64674,F,54,6/29/2009,180,,,Dry,Cold
2009,AD,1593-64697,F,59.5,7/7/2009,188,,,Dry,Cold
2009,AD,1593-64698,M,55,7/6/2009,187,,,Dry,Cold
2017,AD,1593-64747,F,78,6/21/2017,172,,,Dry,Warm
2015,AD,1593-64843,M,52,7/8/2015,189,,,Wet,Warm
2009,AD,1593-64697,F,57.5,7/14/2009,195,,,Dry,Cold
2019,AD,1593-64747,F,61,6/24/2019,175,,,Dry,Cold
2016,AD,1593-64843,M,52,6/15/2016,167,,,Dry,Cold
2019,AD,1593-64747,F,61,7/3/2019,184,,,Dry,Cold
2019,AD,1593-64747,F,61,7/5/2019,186,,,Dry,Cold
2005,N,64463,F,9,NA,0,A13_2005,0,Wet,Warm
2014,N,1783-64559,,7.3,NA,0,A15_2014,0,Dry,Warm
2005,N,black,,6,NA,0,A18_2005,0,Wet,Warm
2006,N,64504,M,6.5,NA,0,A20_2006,0,Dry,Cold
2006,N,64505,M,7,NA,0,A20_2006,0,Dry,Cold
2006,N,black,,6.5,NA,0,A20_2006,0,Dry,Cold
2005,N,64455,M,8,NA,0,A41_2005,0,Wet,Warm
2006,N,64517,M,8,NA,0,A8_2006,0,Dry,Cold
2006,N,64518,F,9.5,NA,0,A8_2006,0,Dry,Cold
2005,N,64464,M,9.5,NA,0,A13_2005,1,Wet,Warm
2014,N,1783-64560,,7.2,NA,0,A15_2014,1,Dry,Warm
2004,N,92365,F,10.5,NA,0,A18_2004,1,Dry,Cold
2005,N,blue,,7.5,NA,0,A18_2005,1,Wet,Warm
2005,N,black,,6.5,NA,0,A18_2005,1,Wet,Warm
2013,N,1783-64424,,7.4,NA,0,A18_2013,1,Dry,Cold
2006,N,64504,M,8.5,NA,0,A20_2006,1,Dry,Cold
2006,N,64505,M,8.5,NA,0,A20_2006,1,Dry,Cold
2006,N,black,,7,NA,0,A20_2006,1,Dry,Cold
2016,N,1783-74317,,7.5,NA,0,A29_2016,1,Dry,Cold
2016,N,1783-74344,,9.7,NA,0,A29_2016,1,Dry,Cold
2007,N,64569,M,8.5,NA,0,A4_2007,1,Wet,Warm
2012,N,1783-64340,,6.2,NA,0,A4_2012,1,Wet,Warm
2005,N,64454,F,9,NA,0,A41_2005,1,Wet,Warm
2005,N,64455,M,9.5,NA,0,A41_2005,1,Wet,Warm
2006,N,64517,M,8.5,NA,0,A8_2006,1,Dry,Cold
2004,N,64407,F,10.5,NA,0,A8_2004,1,Dry,Cold
2014,N,1783-64559,,10.2,NA,0,A15_2014,2,Dry,Warm
2014,N,1783-64560,,9,NA,0,A15_2014,2,Dry,Warm
2004,N,92365,F,13.5,NA,0,A18_2004,2,Dry,Cold
2005,N,red,,9.5,NA,0,A18_2005,2,Wet,Warm
2005,N,blue,,14,NA,0,A18_2005,2,Wet,Warm
2005,N,black,,8,NA,0,A18_2005,2,Wet,Warm
2013,N,1783-64426,,8.9,NA,0,A18_2013,2,Dry,Cold
2013,N,1783-64424,,8.5,NA,0,A18_2013,2,Dry,Cold
2008,N,64639,M,11.5,NA,0,A2_2008,2,Dry,Cold
2006,N,64504,M,11.5,NA,0,A20_2006,2,Dry,Cold
2006,N,64505,M,11,NA,0,A20_2006,2,Dry,Cold
2006,N,black,,8,NA,0,A20_2006,2,Dry,Cold
2013,N,1783-64423,,13.9,NA,0,A29_2013,2,Dry,Cold
2014,N,1783-64548,,13.3,NA,0,A29_2014,2,Dry,Warm
2016,N,1783-74318,,8.3,NA,0,A29_2016,2,Dry,Cold
2012,N,1783-64340,,7,NA,0,A4_2012,2,Wet,Warm
